Hour,Minute,Second,Temp,Longitude,Latitude,Altitude
18,17,38,33,0,374535691,-1221913531,193530
18,17,44,33,0,374535443,-1221913282,196600
18,17,50,33,0,374535276,-1221913450,198027
18,17,56,33,0,374535426,-1221913505,198679
18,18,2,33,0,374535389,-1221913482,199294
18,18,8,33,0,374535345,-1221913813,200576
18,18,14,33,0,374535240,-1221914307,200229
18,18,20,33,0,374535265,-1221914550,200851
18,18,26,33,0,374535351,-1221915101,199991
18,18,32,33,0,374534969,-1221915104,202337
18,18,38,33,0,374534623,-1221914825,204496
18,18,44,33,0,374534218,-1221914379,208140
18,18,50,33,0,374534142,-1221914103,210484
18,18,56,33,0,374534050,-1221913864,213747
18,19,2,33,0,374534109,-1221913576,216019
18,19,8,33,0,374534158,-1221912711,217363
18,19,14,33,0,374534100,-1221912489,218016
18,19,20,33,0,374534017,-1221912103,220433
18,19,26,33,0,374534082,-1221912006,222687
18,19,32,33,0,374534026,-1221911751,224716
18,19,38,33,0,374533925,-1221911194,225933
18,19,44,33,0,374534010,-1221910923,228266
18,19,50,33,0,374534215,-1221910615,229935
18,19,56,33,0,374534677,-1221910517,231869
18,20,2,33,0,374534854,-1221911302,233306
18,20,8,33,0,374534919,-1221912187,235717
18,20,14,33,0,374535168,-1221912696,237557
18,20,20,33,0,374535370,-1221912501,239089
18,20,26,33,0,374535655,-1221912666,240708
18,20,32,33,0,374535874,-1221912860,240662
18,20,38,33,0,374535952,-1221912736,242014
18,20,44,33,0,374536037,-1221912328,242329
18,20,50,33,0,374536009,-1221912019,242685
18,20,56,33,0,374536052,-1221912024,243893
18,21,2,33,0,374535995,-1221912359,245488
18,21,8,33,0,374536148,-1221912542,246626
18,21,14,33,0,374536115,-1221912377,248751
18,21,20,33,0,374536057,-1221912035,250382
18,21,26,33,0,374536027,-1221911893,252942
18,21,32,33,0,374535991,-1221912074,254731
18,21,38,33,0,374535920,-1221912345,256590
18,21,44,33,0,374535898,-1221912424,257729
18,21,50,33,0,374535872,-1221912194,259182
18,21,56,33,0,374535881,-1221912106,260289
18,22,2,33,0,374535852,-1221911773,261906
18,22,8,33,0,374535850,-1221911584,263379
18,22,14,33,0,374535887,-1221911788,264725
18,22,20,33,0,374535892,-1221911906,265869
18,22,26,33,0,374535965,-1221911782,266567
18,22,32,33,0,374535940,-1221912140,267877
18,22,38,33,0,374535759,-1221912275,269489
18,22,44,33,0,374535446,-1221911917,269912
18,22,50,33,0,374535442,-1221911876,270185
18,22,56,34,0,374535488,-1221912473,270390
18,23,2,34,0,374535656,-1221912720,269759
18,23,8,34,0,374535897,-1221912916,270167
18,23,14,34,0,374535839,-1221912755,270348
18,23,20,33,0,374535581,-1221912389,270245
18,23,26,33,0,374535476,-1221912172,269330
18,23,32,33,0,374535733,-1221912109,270173
18,23,38,33,0,374535797,-1221912714,269909
18,23,44,33,0,374535485,-1221913362,269152
18,23,50,33,0,374535040,-1221913573,269204
18,23,56,33,0,374534435,-1221913165,269230
18,24,2,34,0,374534179,-1221913259,268604
18,24,8,34,0,374533965,-1221913682,267851
18,24,14,34,0,374533725,-1221913841,266461
18,24,20,34,0,374533540,-1221913765,264244
18,24,26,34,0,374533486,-1221913884,263194
18,24,32,34,0,374533318,-1221913464,262018
18,24,38,34,0,374533124,-1221913262,260987
18,24,44,34,0,374533101,-1221913225,260227
18,24,50,34,0,374533148,-1221913483,258981
18,24,56,34,0,374533156,-1221913587,258619
18,25,2,34,0,374533313,-1221913747,257990
18,25,8,34,0,374533588,-1221914114,257230
18,25,14,34,0,374533707,-1221914031,256776
18,25,20,34,0,374533877,-1221914164,255679
18,25,26,34,0,374534119,-1221914255,255966
18,25,32,34,0,374534195,-1221913948,256508
18,25,38,34,0,374534438,-1221914060,256116
18,25,44,34,0,374534678,-1221913998,256855
18,25,50,34,0,374534937,-1221913760,257687
18,25,56,34,0,374534910,-1221913454,257105
18,26,2,34,0,374534856,-1221913339,256767
18,26,8,34,0,374534508,-1221913129,256028
18,26,14,34,0,374534287,-1221913499,254981
18,26,20,34,0,374533988,-1221913871,254749
18,26,26,34,0,374533759,-1221913852,253567
18,26,32,34,0,374533619,-1221914056,254097
18,26,38,34,0,374533431,-1221914080,253953
18,26,44,34,0,374533370,-1221913860,253109
18,26,50,33,0,374533661,-1221914454,252839
18,26,56,33,0,374533376,-1221914273,251606
18,27,2,33,0,374533219,-1221914179,250389
18,27,8,33,0,374533169,-1221914429,249791
18,27,14,33,0,374533054,-1221914944,248390
18,27,20,33,0,374533222,-1221915204,247829
18,27,26,33,0,374533035,-1221914789,246579
18,27,32,33,0,374532909,-1221914526,246244
18,27,38,33,0,374532754,-1221914105,245391
18,27,44,33,0,374532918,-1221913989,245101
18,27,50,33,0,374533040,-1221913489,244798
18,27,56,33,0,374533347,-1221913572,244190
18,28,2,33,0,374533496,-1221913429,243602
18,28,8,33,0,374534016,-1221913553,244786
18,28,14,33,0,374535034,-1221913714,246259
18,28,20,33,0,374535396,-1221913661,243587
18,28,26,33,0,374535250,-1221913326,242161
18,28,32,33,0,374535159,-1221913377,241606
18,28,38,33,0,374535019,-1221913718,240724
18,28,44,33,0,374534822,-1221913622,240087
18,28,50,33,0,374534810,-1221913874,238686
18,28,56,33,0,374535080,-1221913942,237605
18,29,2,33,0,374535165,-1221913687,237588
18,29,8,33,0,374535586,-1221913262,238466
18,29,14,33,0,374535486,-1221912290,238206
18,29,20,33,0,374535171,-1221911453,237201
18,29,26,33,0,374534806,-1221911654,234428
18,29,32,33,0,374534571,-1221912320,232078
18,29,38,33,0,374534514,-1221912781,230274
18,29,44,33,0,374534643,-1221912647,228298
18,29,50,33,0,374534923,-1221912097,226748
18,29,56,33,0,374535469,-1221912189,225328
18,30,2,33,0,374535892,-1221912288,223575
18,30,8,33,0,374536162,-1221912565,221934
18,30,14,33,0,374536159,-1221912854,219488
18,30,20,33,0,374536149,-1221913095,217191
18,30,26,33,0,374536044,-1221912877,215256
18,30,32,33,0,374535952,-1221912143,213520
18,30,38,33,0,374536098,-1221911780,212314
18,30,44,33,0,374536217,-1221911926,211727
18,30,50,33,0,374535982,-1221912009,210936
18,30,56,33,0,374536097,-1221911131,210948
18,31,2,33,0,374535952,-1221910574,211284
18,31,8,33,0,374535727,-1221910537,211505
18,31,14,33,0,374535870,-1221910614,212210
18,31,20,33,0,374535650,-1221911078,212610
18,31,26,33,0,374536033,-1221911050,212579
18,31,32,33,0,374536004,-1221911318,212775
18,31,38,33,0,374536262,-1221911330,212798
18,31,44,33,0,374536403,-1221911435,212778
18,31,50,33,0,374536399,-1221911280,211698
18,31,56,33,0,374536560,-1221911114,211229
18,32,2,33,0,374536722,-1221911054,210424
18,32,8,33,0,374536711,-1221911037,210117
18,32,14,33,0,374536208,-1221910891,210135
18,32,20,33,0,374535950,-1221910483,209991
18,32,26,33,0,374535760,-1221910279,209886
18,32,32,33,0,374535816,-1221910222,209913
18,32,38,33,0,374535805,-1221910299,209175
18,32,44,33,0,374535862,-1221910273,207624
18,32,50,33,0,374535615,-1221910322,205775
18,32,56,33,0,374535591,-1221910177,204298
18,33,2,33,0,374535593,-1221910181,201731
18,33,8,33,0,374535728,-1221910249,199461
18,33,14,33,0,374535775,-1221910255,197055
18,33,20,33,0,374535775,-1221910378,194649
18,33,26,33,0,374535768,-1221910803,192748
18,33,32,33,0,374535907,-1221910961,191239
18,33,38,33,0,374535866,-1221911197,189126
18,33,44,33,0,374535926,-1221911307,186597
18,33,50,33,0,374535756,-1221911457,183961
18,33,56,33,0,374535713,-1221911472,182761
18,34,2,33,0,374535868,-1221911452,183177
18,34,8,33,0,374535953,-1221911259,183047
18,34,14,33,0,374535893,-1221911332,182472
18,34,20,33,0,374535844,-1221911465,181535
18,34,26,33,0,374535970,-1221911372,178522
18,34,32,33,0,374535825,-1221911657,175948
18,34,38,33,0,374535659,-1221911980,172931
18,34,44,33,0,374535644,-1221911878,170317
18,34,50,33,0,374535774,-1221911676,167295
18,34,56,33,0,374536048,-1221911766,164460
18,35,2,33,0,374535396,-1221912614,162526
18,35,8,33,0,374534987,-1221912521,162435
18,35,14,33,0,374535040,-1221912529,162292
18,35,20,33,0,374535201,-1221912575,162701
18,35,26,33,0,374535208,-1221912941,162450
18,35,32,33,0,374535227,-1221912727,162589
18,35,38,33,0,374535261,-1221912802,162337
18,35,44,33,0,374535378,-1221912561,164087
18,35,50,33,0,374535578,-1221912352,164040
18,35,56,33,0,374535948,-1221912375,163453
18,36,2,33,0,374536239,-1221912420,164225
18,36,8,33,0,374536350,-1221911802,164135
18,36,14,33,0,374536386,-1221911884,163248
18,36,20,33,0,374536217,-1221912128,162345
18,36,26,33,0,374536092,-1221912389,160565
18,36,32,33,0,374536035,-1221912126,158850
18,36,38,33,0,374535960,-1221912320,156601
18,36,44,33,0,374535966,-1221912371,154162
18,36,50,33,0,374535921,-1221912203,152163
18,36,56,33,0,374535999,-1221912302,150281
18,37,2,33,0,374536233,-1221912690,148267
18,37,8,32,0,374536756,-1221912736,145559
18,37,14,33,0,374537179,-1221913155,142571
18,37,20,32,0,374536885,-1221913285,141344
18,37,26,32,0,374536576,-1221913447,141533
18,37,32,32,0,374536751,-1221913847,141180
18,37,38,32,0,374536423,-1221913891,140218
18,37,44,32,0,374536243,-1221913535,139940
18,37,50,32,0,374536437,-1221913603,138869
18,37,56,32,0,374536408,-1221913776,135620
18,38,2,32,0,374536142,-1221913671,133860
18,38,8,32,0,374535797,-1221913746,131164
18,38,14,32,0,374535685,-1221913514,128686
18,38,20,32,0,374535951,-1221913366,127149
18,38,26,32,0,374536228,-1221912666,124841
18,38,32,32,0,374536308,-1221911545,122787
18,38,38,32,0,374536395,-1221912249,122097
18,38,44,32,0,374536770,-1221912458,121783
18,38,50,32,0,374536847,-1221912385,122553
18,38,56,32,0,374536791,-1221912943,122057
18,39,2,32,0,374537058,-1221912989,121481
18,39,8,32,0,374536745,-1221912130,120956
18,39,14,32,0,374536706,-1221911789,122136
18,39,20,32,0,374536903,-1221912276,122088
18,39,26,32,0,374536702,-1221912305,122503
18,39,32,32,0,374536429,-1221912115,121902
18,39,38,32,0,374536835,-1221911936,122196
18,39,44,32,0,374536721,-1221911910,121451
18,39,50,32,0,374536260,-1221911998,117555
18,39,56,32,0,374535790,-1221912070,111631
18,40,2,32,0,374536109,-1221911845,107870
18,40,8,32,0,374536718,-1221911245,104695
18,40,14,32,0,374536737,-1221911446,100629
18,40,20,32,0,374536310,-1221911684,97323
18,40,26,32,0,374536237,-1221911482,96986
18,40,32,32,0,374536294,-1221911323,97472
18,40,38,32,0,374536228,-1221911398,96404
18,40,44,32,0,374536180,-1221911170,94422
18,40,50,32,0,374536063,-1221911004,92475
18,40,56,32,0,374535941,-1221911037,91395
18,41,2,32,0,374536377,-1221910916,88718
18,41,8,32,0,374536362,-1221911540,86592
18,41,14,32,0,374536252,-1221911752,83990
18,41,20,32,0,374536240,-1221911815,85184
18,41,26,32,0,374536188,-1221911626,84617
18,41,32,32,0,374536244,-1221911876,84180
18,41,38,32,0,374536434,-1221911826,83687
18,41,44,32,0,374536712,-1221911627,83632
18,41,50,32,0,374536877,-1221911689,82594
18,41,56,32,0,374536715,-1221912026,83272
18,42,2,32,0,374536896,-1221911988,82847
18,42,8,32,0,374536890,-1221911877,80992
18,42,14,32,0,374536762,-1221911892,79758
18,42,20,32,0,374536797,-1221911721,77366
18,42,26,32,0,374536850,-1221911600,75809
18,42,32,32,0,374536785,-1221911571,75317
18,42,38,32,0,374536644,-1221911715,75048
18,42,44,32,0,374536604,-1221911472,76301
18,42,50,32,0,374536609,-1221911355,75946
18,42,56,32,0,374536671,-1221911353,75461
18,43,2,32,0,374536563,-1221911527,75831
18,43,8,32,0,374536621,-1221911515,75350
18,43,14,32,0,374536514,-1221911444,75190
18,43,20,32,0,374536213,-1221911587,74075
18,43,26,32,0,374536187,-1221911685,73992
18,43,32,32,0,374536084,-1221911306,72575
18,43,38,32,0,374536048,-1221911432,71645
18,43,44,32,0,374536041,-1221911411,70797
18,43,50,32,0,374536098,-1221911655,68629
18,43,56,32,0,374536155,-1221911671,66445
18,44,2,32,0,374536127,-1221911482,64201
18,44,8,32,0,374535807,-1221911447,62891
18,44,14,32,0,374535793,-1221911431,63886
18,44,20,32,0,374535820,-1221911614,63496
18,44,26,32,0,374536022,-1221911746,62594
18,44,32,32,0,374536219,-1221911529,60898
18,44,38,32,0,374536272,-1221911644,58538
18,44,44,32,0,374536108,-1221911457,55738
18,44,50,32,0,374536409,-1221911535,55517
18,44,56,32,0,374536131,-1221911684,56090
18,45,2,32,0,374536402,-1221911654,56726
18,45,8,32,0,374536358,-1221911370,56643
18,45,14,32,0,374536080,-1221911306,56042
18,45,20,32,0,374535865,-1221911312,55626
18,45,26,32,0,374535702,-1221911363,55007
18,45,32,32,0,374535700,-1221911105,55035
18,45,38,32,0,374535597,-1221910993,54186
18,45,44,32,0,374535387,-1221910982,53255
18,45,50,32,0,374535547,-1221910638,52423
18,45,56,32,0,374535562,-1221911169,50909
18,46,2,32,0,374535514,-1221911651,49096
18,46,8,32,0,374535970,-1221911743,47685
18,46,14,32,0,374536171,-1221911828,45238
18,46,20,31,0,374535705,-1221912219,44923
18,46,26,31,0,374536006,-1221911563,45130
18,46,32,31,0,374536058,-1221912206,45269
18,46,38,31,0,374536202,-1221912137,43039
18,46,44,31,0,374536130,-1221911978,39648
18,46,50,31,0,374536320,-1221912243,37828
18,46,56,31,0,374536486,-1221912184,34534
18,47,2,31,0,374536425,-1221912019,32382
18,47,8,31,0,374536445,-1221912048,32225
18,47,14,31,0,374536555,-1221912066,32348
18,47,20,31,0,374536607,-1221912044,32247
18,47,26,31,0,374536793,-1221912075,32641
18,47,32,31,0,374536777,-1221912179,31672
18,47,38,31,0,374536889,-1221911999,31654
18,47,44,31,0,374536755,-1221912027,32500
18,47,50,31,0,374536638,-1221911992,32104
18,47,56,31,0,374536718,-1221912130,32978
18,48,2,31,0,374537035,-1221912254,33423
18,48,8,31,0,374536919,-1221912234,33390
18,48,14,31,0,374536961,-1221911950,31905
18,48,20,31,0,374536795,-1221912550,27787
18,48,26,31,0,374536541,-1221911784,23352
18,48,32,31,0,374536496,-1221912214,20515
18,48,38,31,0,374536761,-1221911834,19547
18,48,44,31,0,374536653,-1221911857,20371
18,48,50,31,0,374536708,-1221911986,20389
18,48,56,31,0,374536679,-1221912019,19306
18,49,2,31,0,374536723,-1221912095,17233
18,49,8,31,0,374536732,-1221912285,14190
18,49,14,31,0,374536882,-1221912402,11920
18,49,20,31,0,374536950,-1221912154,8804
18,49,26,31,0,374536669,-1221912210,6666
18,49,32,31,0,374536935,-1221912078,6656
18,49,38,31,0,374536643,-1221912160,5052
18,49,44,31,0,374537011,-1221912368,3968
18,49,50,31,0,374536784,-1221912323,1223
18,49,56,31,0,374536944,-1221912451,-1408
18,50,2,31,0,374536780,-1221912453,-2283
18,50,8,31,0,374537014,-1221912580,-2210
18,50,14,31,0,374536975,-1221912463,-2345
18,50,20,31,0,374536921,-1221912518,-1189
18,50,26,31,0,374536949,-1221912619,-308
18,50,32,31,0,374536908,-1221912668,-60
18,50,38,31,0,374536977,-1221912578,-379
18,50,44,31,0,374536963,-1221912684,-1205
18,50,50,31,0,374536974,-1221912687,-3266
18,50,56,31,0,374537164,-1221912652,-5145
18,51,2,31,0,374537143,-1221912668,-6653
18,51,8,31,0,374537069,-1221912710,-7906
18,51,14,31,0,374537127,-1221912739,-10173
18,51,20,31,0,374537122,-1221912768,-10338
18,51,26,31,0,374537086,-1221912802,-10704
18,51,32,31,0,374537011,-1221912797,-9792
18,51,38,31,0,374537133,-1221912839,-9827
18,51,44,31,0,374537088,-1221912782,-9714
18,51,50,31,0,374536962,-1221912733,-10080
18,51,56,31,0,374536995,-1221912684,-11046
18,52,2,31,0,374536933,-1221912638,-9289
18,52,8,31,0,374536880,-1221912640,-7614
18,52,14,31,0,374536866,-1221912526,-9393
18,52,20,31,0,374536949,-1221912597,-10699
18,52,26,31,0,374537052,-1221912575,-12476
18,52,32,31,0,374537103,-1221912535,-13668
18,52,38,31,0,374537142,-1221912484,-14058
18,52,44,31,0,374537202,-1221912443,-14352
18,52,50,31,0,374537204,-1221912372,-14281
18,52,56,31,0,374537197,-1221912396,-13711
18,53,2,31,0,374537194,-1221912410,-12901
18,53,8,31,0,374537176,-1221912407,-12556
18,53,14,31,0,374537021,-1221912519,-11346
18,53,20,31,0,374536988,-1221912503,-10930
18,53,26,31,0,374536999,-1221912537,-10727
18,53,32,31,0,374537044,-1221912557,-11323
18,53,38,31,0,374537006,-1221912595,-9359
18,53,44,30,0,374536939,-1221912666,-8714
18,53,50,30,0,374536912,-1221912560,-7467
18,53,56,30,0,374536897,-1221912688,-9533
18,54,2,30,0,374536933,-1221912656,-10001
18,54,8,30,0,374536895,-1221912630,-9496
18,54,14,30,0,374536818,-1221912641,-7543
18,54,20,30,0,374536758,-1221912662,-6159
18,54,26,30,0,374536785,-1221912657,-6305
18,54,32,30,0,374536803,-1221912684,-7407
18,54,38,30,0,374536879,-1221912717,-8726
18,54,44,30,0,374536928,-1221912786,-8473
18,54,50,30,0,374536989,-1221912872,-8469
18,54,56,30,0,374537314,-1221913144,-7443
18,55,2,30,0,374537383,-1221913229,-6338
18,55,8,30,0,374537435,-1221913213,-8108
18,55,14,30,0,374537426,-1221913167,-11348
18,55,20,30,0,374537480,-1221913131,-13029
18,55,26,30,0,374537480,-1221913059,-15319
18,55,32,30,0,374537480,-1221913022,-16603
18,55,38,30,0,374537355,-1221912936,-18757
18,55,44,30,0,374537352,-1221912913,-19176
18,55,50,30,0,374537254,-1221912961,-18217
18,55,56,30,0,374537220,-1221913000,-16049
18,56,2,30,0,374537278,-1221912975,-16228
18,56,8,30,0,374537207,-1221912945,-16510
18,56,14,30,0,374537256,-1221912968,-15860
18,56,20,30,0,374537347,-1221912969,-15162
18,56,26,30,0,374537424,-1221913136,-12608
18,56,32,30,0,374537533,-1221913092,-11929
18,56,38,30,0,374537794,-1221913196,-13790
18,56,44,30,0,374538034,-1221913319,-16061
18,56,50,30,0,374538141,-1221913304,-11183
18,56,56,30,0,374538460,-1221913145,-7244
18,57,2,30,0,374539148,-1221912970,-9468
18,57,8,30,0,374539755,-1221913345,-9707
18,57,14,30,0,374539974,-1221913479,-12310
18,57,20,30,0,374540265,-1221913576,-10128
18,57,26,30,0,374540730,-1221912939,-913
18,57,32,30,0,374541020,-1221909615,5213
